created_at,id,id_str,full_text,Results,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,,,,
Sat Apr 03 15:21:34 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20www
#SixTONESANN",1,FALSE,"[0, 24]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [12, 24]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 968100137145741313, 'id_str': '968100137145741313', 'name': 'ひと藤', 'screen_name': 'h_wisteria27', 'location': '', 'description': 'リプ、独り言用。主に💎✨について呟きます。わだまさなりさん、いのうえかずひこさん、そりはしそういちろうさんも大好きです！成人済み。💎✨❤💗🖤💛💚💙(じぇしくん大好きなJ2寄りの箱推し。色々勉強中！)', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 0, 'friends_count': 47, 'listed_count': 0, 'created_at': 'Mon Feb 26 12:27:13 +0000 2018', 'favourites_count': 5171, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3003, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1038451484147441665/PUbN3fNe_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1038451484147441665/PUbN3fNe_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/968100137145741313/1614047691', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:21:33 +0000 2021,1.37837E+18,1.37837E+18,We Are SixTONES!!!!!! #SixTONESANN https://t.co/Xqs0LCj9cB,1,FALSE,"[0, 34]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [22, 34]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1378367066994921474, 'id_str': '1378367066994921474', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/EyDxi2ZUUAIQmCV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyDxi2ZUUAIQmCV.jpg', 'url': 'https://t.co/Xqs0LCj9cB', 'display_url': 'pic.twitter.com/Xqs0LCj9cB', 'expanded_url': 'https://twitter.com/st_6186s/status/1378367071130546178/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 437, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 691, 'h': 444, 'resize': 'fit'}, 'large': {'w': 691, 'h': 444, 'resize': 'fit'}}}]}","{'media': [{'id': 1378367066994921474, 'id_str': '1378367066994921474', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/EyDxi2ZUUAIQmCV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyDxi2ZUUAIQmCV.jpg', 'url': 'https://t.co/Xqs0LCj9cB', 'display_url': 'pic.twitter.com/Xqs0LCj9cB', 'expanded_url': 'https://twitter.com/st_6186s/status/1378367071130546178/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 437, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 691, 'h': 444, 'resize': 'fit'}, 'large': {'w': 691, 'h': 444, 'resize': 'fit'}}}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 3189925598, 'id_str': '3189925598', 'name': 'ひ と', 'screen_name': 'st_6186s', 'location': 'SixTONES', 'description': '"" I need ya ""', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 0, 'friends_count': 8, 'listed_count': 0, 'created_at': 'Sat May 09 15:27:24 +0000 2015', 'favourites_count': 41, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 321, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1375842543070371841/YNto5yv5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1375842543070371841/YNto5yv5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3189925598/1616861718', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,TRUE,en,,
Sat Apr 03 15:21:30 +0000 2021,1.37837E+18,1.37837E+18,iPhone20wwwwww #SixTONESANN,1,FALSE,"[0, 27]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1330879330650505221, 'id_str': '1330879330650505221', 'name': 'ぽﾆｮ', 'screen_name': '9KOCizG0OtNSZep', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3, 'friends_count': 92, 'listed_count': 0, 'created_at': 'Mon Nov 23 14:23:14 +0000 2020', 'favourites_count': 1056, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1377, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1335250251834224640/2ySy45Ai_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1335250251834224640/2ySy45Ai_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1330879330650505221/1606141656', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:21:27 +0000 2021,1.37837E+18,1.37837E+18,iPhone20wwww #SixTONESANN,1,FALSE,"[0, 25]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [13, 25]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1238794325946859520, 'id_str': '1238794325946859520', 'name': 'ゆゆり', 'screen_name': 'lilily0734', 'location': 'しゃわ', 'description': '北斗氏🐶 エイッ🦴', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 52, 'friends_count': 140, 'listed_count': 1, 'created_at': 'Sat Mar 14 11:50:56 +0000 2020', 'favourites_count': 7194, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 7905, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1359835589554540547/EQRJPUwO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1359835589554540547/EQRJPUwO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1238794325946859520/1614181360', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:21:27 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20wwwwww
#SixTONESANN",1,FALSE,"[0, 27]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 1344196076643831811, 'id_str': '1344196076643831811', 'name': 'あんず', 'screen_name': 'mtmliar______', 'location': 'セクゾに落ちかけてる🎶', 'description': 'らぶまつむら❕❕❕❕❕', 'url': 'https://t.co/gopYADmOe5', 'entities': {'url': {'urls': [{'url': 'https://t.co/gopYADmOe5', 'expanded_url': 'https://twpf.jp/mtmliar______', 'display_url': 'twpf.jp/mtmliar______', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 29, 'friends_count': 41, 'listed_count': 2, 'created_at': 'Wed Dec 30 08:18:41 +0000 2020', 'favourites_count': 1286, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 894, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1376809499059625989/azcSQ2pj_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1376809499059625989/azcSQ2pj_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1344196076643831811/1617361861', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:21:23 +0000 2021,1.37837E+18,1.37837E+18,"RT @morisjimusho: #SixTONESANN 's listener is called as little stone 

(revision for this radio lol)",1,FALSE,"[0, 100]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [18, 30]}], 'symbols': [], 'user_mentions': [{'screen_name': 'morisjimusho', 'name': 'Mimi', 'id': 1189668755871154176, 'id_str': '1189668755871154176', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 881528382864982016, 'id_str': '881528382864982016', 'name': 'Elli XO🌙✨', 'screen_name': 'ElliXO2', 'location': 'Lost inside my own world✨', 'description': 'She/Her| ♒☀, ♌🌕, ♏⬆| Anime, Manga❤️| J-Pop, J-Rock💖😍 \n#TeamSixTONES💎💕| Cats😻💓| Art💗| Tolkien🧝❤| Fantasy, Myths & Horror😍🖤| Astro🌌🌓💕| Nature🌳💚', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 518, 'friends_count': 477, 'listed_count': 2, 'created_at': 'Sun Jul 02 15:01:59 +0000 2017', 'favourites_count': 482007, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 35874, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1378164890133790721/G_446OD6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1378164890133790721/G_446OD6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/881528382864982016/1611246798', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,"{'created_at': 'Sat Apr 03 14:49:42 +0000 2021', 'id': 1378359056314732545, 'id_str': '1378359056314732545', 'full_text': ""#SixTONESANN 's listener is called as little stone \n\n(revision for this radio lol)"", 'truncated': False, 'display_text_range': [0, 82], 'entities': {'hashtags': [{'text': 'SixTONESANN', 'indices': [0, 12]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1378359054238502917, 'in_reply_to_status_id_str': '1378359054238502917', 'in_reply_to_user_id': 1189668755871154176, 'in_reply_to_user_id_str': '1189668755871154176', 'in_reply_to_screen_name': 'morisjimusho', 'user': {'id': 1189668755871154176, 'id_str': '1189668755871154176', 'name': 'Mimi', 'screen_name': 'morisjimusho', 'location': 'MY | 💎 Schedule→', 'description': ""#𝐒𝐢𝐱𝐓𝐎𝐍𝐄𝐒 #森本慎太郎\n14/2/2021 I miss Shintaro's black hair already sobs!\nWaiting for Taro Taro Channel to happen 💎"", 'url': 'https://t.co/LkoP2HbZUB', 'entities': {'url': {'urls': [{'url': 'https://t.co/LkoP2HbZUB', 'expanded_url': 'https://docs.google.com/spreadsheets/d/1pFKGCEd2Ouap2r3FddyGESZ9F9cDU0ryppDmrde4xKY/edit?usp=sharing', 'display_url': 'docs.google.com/spreadsheets/d…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 508, 'friends_count': 67, 'listed_count': 2, 'created_at': 'Wed Oct 30 22:21:59 +0000 2019', 'favourites_count': 3562, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 13537, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1251878415159848960/huyvFFVb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1251878415159848960/huyvFFVb_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1189668755871154176/1593937595', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,2,0,FALSE,FALSE,en,,,
Sat Apr 03 15:21:22 +0000 2021,1.37837E+18,1.37837E+18,iPhone 20 wwww #SixTONESANN,1,FALSE,"[0, 27]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 944175636800724993, 'id_str': '944175636800724993', 'name': 'アルビー（＾ω＾）', 'screen_name': 'kawaialbee', 'location': '香港', 'description': '🇭🇰Hongkonger 99line🐰 Hey!Say!JUMP ❤️💖Team SixTONES member 💛💖💙🖤❤️💚//日本語勉強中 //', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 23, 'friends_count': 119, 'listed_count': 0, 'created_at': 'Fri Dec 22 11:59:48 +0000 2017', 'favourites_count': 797, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 879, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1220019387064901633/nspADluG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1220019387064901633/nspADluG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/944175636800724993/1541533989', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:21:19 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20 😂 w w w w

 #SixTONESANN",1,FALSE,"[0, 33]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [21, 33]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1357262141313617920, 'id_str': '1357262141313617920', 'name': '____sora1231', 'screen_name': 'kyomo123t1231', 'location': '', 'description': '2021.02.17 4th single release SixTONES 僕が僕じゃないみたいだ  《著作権・肖像権》守ります🚩', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 262, 'friends_count': 839, 'listed_count': 0, 'created_at': 'Thu Feb 04 09:38:15 +0000 2021', 'favourites_count': 4232, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 12116, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1361690672479145995/U3nkISJ6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1361690672479145995/U3nkISJ6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1357262141313617920/1613213738', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:21:19 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20✨

#SixTONESANN",1,FALSE,"[0, 23]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [11, 23]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 902916412934520837, 'id_str': '902916412934520837', 'name': '♡みみ♡', 'screen_name': 'TaigaK_6TONES', 'location': '横浜', 'description': 'SixTONES💎京本大我くん💗沼に片足突っ込んだら出られなくなりました。掛け持ちではないけれど、時々紫耀くん♥️時々Aぇ!group🧡時々NiziU🌈高校生の息子がいるかなりいい大人です。', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 74, 'friends_count': 55, 'listed_count': 0, 'created_at': 'Wed Aug 30 15:30:23 +0000 2017', 'favourites_count': 4818, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 17605, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1352253387379654656/gl1g1Y-h_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1352253387379654656/gl1g1Y-h_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/902916412934520837/1603555731', 'profile_link_color': 'E81C4F', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,1,FALSE,FALSE,en,,,,
Sat Apr 03 15:21:18 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20🤣

#SixTONESANN",1,FALSE,"[0, 23]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [11, 23]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane for Android</a>",,,,,,"{'id': 1289924616476008449, 'id_str': '1289924616476008449', 'name': 'yui💎📻🎖️', 'screen_name': 'yui_stradio', 'location': '松村家のスポンサー希望', 'description': 'SixTONESの📻 #SixTONESANN と #nhkらじらー 他実況用兼vote。RT中心。\n🖤推しですが結局箱推しのリトルストーン💎\nメイン(SixTONES他雑多趣味アカ)は @yui_225 です。\n*️⃣著作権肖像権配慮。\nヘッダーお借りしてます。\n21.1.27 アイコン変更しました。', 'url': 'https://t.co/RdfdbewRJy', 'entities': {'url': {'urls': [{'url': 'https://t.co/RdfdbewRJy', 'expanded_url': 'https://shadowban.eu/yui_stradio', 'display_url': 'shadowban.eu/yui_stradio', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 333, 'friends_count': 424, 'listed_count': 0, 'created_at': 'Sun Aug 02 14:03:03 +0000 2020', 'favourites_count': 288, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 13583, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1354115662289850369/puqRGkP9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1354115662289850369/puqRGkP9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1289924616476008449/1611595405', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,1,FALSE,FALSE,en,,,,
Sat Apr 03 15:21:17 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20www
#SixTONESANN",1,FALSE,"[0, 24]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [12, 24]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1305138200545959936, 'id_str': '1305138200545959936', 'name': '𝙷𝚘', 'screen_name': 'Hi_xxxxxx_', 'location': '時は21年', 'description': 'ほく と ゆと', 'url': 'https://t.co/txbRjrRwH6', 'entities': {'url': {'urls': [{'url': 'https://t.co/txbRjrRwH6', 'expanded_url': 'https://marshmallow-qa.com/hi_xxxxxx_?utm_medium=twitter&utm_source=promotion', 'display_url': 'marshmallow-qa.com/hi_xxxxxx_?utm…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 197, 'friends_count': 214, 'listed_count': 9, 'created_at': 'Sun Sep 13 13:36:55 +0000 2020', 'favourites_count': 9411, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 6738, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1374777354606714881/h8T61QSV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1374777354606714881/h8T61QSV_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1305138200545959936/1615999903', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
